#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Wed Feb 13 20:04:00 EST 2019,19,0,Assignment2Suite,EmptyTest0 EmptyTest1 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
11,Wed Feb 13 20:06:11 EST 2019,19,0,Assignment2Suite,EmptyTest0 EmptyTest1 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
12,Wed Feb 13 20:11:34 EST 2019,19,0,Assignment2Suite,EmptyTest0 EmptyTest1 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
13,Wed Feb 13 20:13:53 EST 2019,19,0,Assignment2Suite,EmptyTest0 EmptyTest1 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
13,Wed Feb 13 20:13:54 EST 2019,19,0,Assignment2Suite,EmptyTest0 EmptyTest1 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
14,Wed Feb 13 20:15:18 EST 2019,19,0,Assignment2Suite,EmptyTest0 EmptyTest1 RemoveTest0 RemoveTest7 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1 SizeTest2 , ,
15,Wed Feb 13 21:22:31 EST 2019,42,23,Assignment2Suite,EmptyTest0 FindMinMaxTest0+ FindMinMaxTest1+ InsertAfterRemoveTest0+ InsertAfterRemoveTest1+ InsertTest0+ RemoveTest0 RemoveTest1+ SizeTest0 SizeTest1+ SizeTest2+ , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1- FindMinMaxTest2 HeightTest InsertAfterRemoveTest2 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7- , ,
15,Wed Feb 13 21:22:31 EST 2019,42,23,Assignment2Suite,EmptyTest0 FindMinMaxTest0+ FindMinMaxTest1+ InsertAfterRemoveTest0+ InsertAfterRemoveTest1+ InsertTest0+ RemoveTest0 RemoveTest1+ SizeTest0 SizeTest1+ SizeTest2+ , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1- FindMinMaxTest2 HeightTest InsertAfterRemoveTest2 InsertTest1 InsertTest2 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7- , ,
16,Wed Feb 13 21:38:06 EST 2019,100,58,Assignment2Suite,ContainsTest0+ ContainsTest1+ EfficiencyTest1+ EmptyTest0 EmptyTest1+ FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2+ HeightTest+ InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2+ InsertTest0 InsertTest1+ InsertTest2+ RemoveTest0 RemoveTest1 RemoveTest2+ RemoveTest3+ RemoveTest4+ RemoveTest5+ RemoveTest6+ RemoveTest7+ SizeTest0 SizeTest1 SizeTest2 , , , ,
17,Wed Feb 13 23:12:01 EST 2019,100,0,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , , , ,
